@RELATION ant-1.5-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
3,2,7,0,4,0,33,0
4,5,15,0,5,0,83,0
8,2,25,0,4,14,163,0
4,2,12,0,6,6,71,0
7,1,8,0,6,0,89,0
7,1,7,0,9,21,7,0
8,3,21,2,5,18,145,0
11,3,40,0,14,17,286,0
4,4,5,5,9,0,18,0
6,1,11,0,2,3,54,0
2,4,14,0,5,1,66,0
3,1,12,0,3,3,90,0
3,1,4,0,0,3,20,0
32,2,40,0,4,330,2014,0
29,1,120,0,28,396,1348,1
48,4,108,0,25,964,816,0
3,2,10,0,1,0,67,0
40,3,99,1,17,664,855,1
1,4,3,0,1,0,6,0
3,1,14,0,7,3,88,0
5,1,7,0,2,4,39,0
15,1,69,0,12,39,614,1
2,3,8,0,3,1,28,0
5,1,10,0,69,8,69,0
2,2,14,0,6,1,44,0
4,1,7,0,2,6,20,0
1,5,2,0,1,0,4,0
5,1,15,1,3,0,137,0
4,1,5,0,4,0,24,0
24,1,85,0,31,218,708,1
41,3,102,2,52,560,698,0
15,1,29,1,6,87,190,0
11,3,37,0,14,19,317,0
11,1,26,0,15,31,361,0
4,4,7,0,3,0,130,0
5,1,19,0,1,0,108,0
7,3,36,0,7,0,261,0
2,5,7,0,1,0,20,1
5,4,46,0,11,10,587,0
7,1,11,0,1,7,98,0
3,1,19,0,5,1,89,0
6,3,14,0,5,1,75,0
6,3,8,5,15,3,39,0
3,5,14,1,6,3,52,0
21,3,73,0,8,74,669,1
9,1,18,0,4,14,88,0
26,3,54,1,9,225,539,0
4,3,16,0,5,0,95,0
21,1,35,0,2,38,617,0
1,1,1,0,2,0,2064,0
10,2,24,13,22,19,146,0
9,3,53,1,11,16,457,1
2,1,2,0,4,1,2,0
2,1,2,0,2,1,2,0
11,1,26,0,3,53,725,0
2,1,30,0,5,0,186,0
23,2,68,0,5,181,462,0
8,3,31,0,9,0,181,0
30,3,77,0,12,365,717,0
14,1,14,0,5,91,14,0
22,4,92,0,9,129,837,1
8,1,40,0,1,18,464,0
4,1,11,1,5,6,62,0
6,3,19,0,8,0,88,1
13,1,23,0,14,68,308,0
2,3,7,0,3,1,23,0
3,2,19,0,7,3,93,0
5,1,7,1,5,6,32,0
7,1,22,0,3,0,111,0
2,4,5,0,1,1,10,0
16,3,48,0,13,58,480,0
10,3,33,0,9,3,145,0
7,2,15,2,9,1,92,0
2,2,20,0,9,1,132,0
0,1,0,0,4,0,0,0
7,1,8,0,2,0,147,0
4,1,4,0,6,6,4,0
1,1,1,0,13,0,1,0
4,2,12,0,4,0,70,0
