@RELATION synapse-1.1-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
4,3,9,0,5,4,31,0
8,1,38,0,17,20,191,1
4,2,30,0,10,4,141,1
4,2,29,0,10,2,274,0
4,2,19,0,7,2,66,0
3,1,7,0,6,0,76,0
4,3,13,0,9,6,39,0
25,2,61,0,15,234,396,1
4,1,22,0,13,2,126,0
5,1,37,0,15,2,372,1
5,1,38,0,15,2,374,1
14,1,27,0,8,35,165,1
2,1,8,0,11,0,42,1
15,1,33,17,22,7,229,0
2,3,5,0,5,1,14,0
2,1,2,0,10,1,2,0
4,2,29,0,9,4,141,0
4,3,9,0,5,4,31,0
3,3,15,0,7,3,46,0
3,2,24,0,11,3,108,0
18,1,46,0,16,87,260,1
4,2,23,0,10,4,182,0
1,1,1,0,4,0,1,0
4,3,26,0,11,4,193,0
3,3,16,0,7,3,74,0
5,1,21,0,10,0,159,0
5,1,66,0,22,4,493,0
3,3,12,0,5,3,33,0
6,1,31,0,6,13,177,0
5,1,10,0,12,0,46,0
4,2,8,0,4,4,27,0
1,1,1,0,1,0,1,0
4,2,13,0,8,2,61,1
4,1,4,0,8,6,4,0
14,1,38,0,12,27,280,1
16,2,60,0,13,34,483,0
3,3,14,0,8,3,45,0
2,1,6,0,11,1,81,1
4,1,4,0,74,6,4,0
6,1,22,0,14,15,146,0
9,1,44,0,25,32,247,1
9,1,45,0,11,22,343,0
2,1,16,0,14,0,102,1
30,2,74,0,14,299,594,1
5,2,33,0,6,2,206,0
3,3,7,0,2,1,43,0
7,1,7,0,46,21,7,0
11,1,38,0,11,0,336,0
7,1,44,0,9,5,285,0
8,1,55,0,16,14,379,0
8,2,29,0,10,0,169,0
10,1,11,0,6,35,46,0
2,1,14,0,15,1,91,1
23,1,70,0,18,143,537,0
5,1,60,0,12,0,566,1
35,1,36,0,13,493,225,1
5,1,33,0,20,8,105,1
18,1,28,0,2,87,200,0
12,2,46,0,18,14,304,0
8,2,60,2,13,12,727,0
5,1,18,0,8,0,143,0
8,1,36,17,31,22,190,1
1,1,1,0,2,0,1,0
3,1,3,0,10,3,3,0
10,1,41,0,14,0,407,0
2,2,14,7,12,1,40,0
7,1,17,0,8,9,139,0
1,1,1,0,10,0,1,0
9,1,12,0,2,22,75,0
2,1,2,0,4,1,2,0
14,2,70,2,19,53,421,0
12,2,49,0,16,6,406,0
27,3,92,0,11,349,865,0
3,2,13,0,7,3,41,0
3,3,14,0,8,3,45,0
4,3,9,0,5,4,30,0
3,2,19,0,8,3,88,0
2,1,3,0,2,1,12,0
3,1,11,0,8,1,26,0
13,1,45,0,14,10,382,0
21,2,73,0,21,110,594,0
6,1,101,0,35,3,550,1
4,2,28,0,13,2,175,0
8,1,96,0,31,28,430,1
4,2,34,0,13,2,314,0
2,1,8,0,6,1,33,0
9,1,12,0,10,26,70,0
8,2,32,0,12,0,157,0
7,1,11,0,5,3,53,0
