@RELATION jedit-4.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
8,1,9,13,15,12,65,0
4,4,24,0,2,0,195,0
11,2,104,0,13,11,1460,0
28,1,104,0,25,312,721,1
4,1,4,0,4,6,4,0
3,6,16,0,3,3,50,0
3,6,18,0,6,3,67,0
4,1,5,5,9,6,11,0
1,1,1,0,2,0,186,0
33,1,121,0,36,228,1520,1
50,1,66,0,5,3,6336,0
4,1,7,0,2,0,59,0
4,1,5,0,11,0,28,1
7,1,10,0,7,0,64,0
47,2,109,1,38,1019,2553,0
1,3,2,0,3,0,5,0
6,2,22,0,4,3,288,0
5,3,18,0,4,8,173,0
12,2,36,0,7,36,492,0
1,3,2,0,5,0,5,0
27,1,40,0,3,25,1278,0
4,2,8,0,4,4,55,0
54,1,138,1,47,1259,1694,0
28,6,89,0,19,206,614,1
6,1,8,0,4,0,66,0
9,1,20,0,5,0,111,0
12,1,25,0,3,0,212,0
26,1,38,0,10,311,177,0
2,1,3,0,2,1,16,0
4,1,4,0,5,6,4,0
5,2,12,0,5,0,127,0
5,7,39,0,6,6,214,0
5,3,18,0,4,8,173,0
11,2,24,0,2,35,163,0
6,6,36,0,6,3,203,0
2,1,2,0,4,1,2,0
45,1,77,0,41,898,1473,0
37,1,112,0,24,666,1583,0
10,1,16,0,2,0,388,0
1,1,2,0,1,0,6,0
22,1,52,0,14,107,648,0
2,1,2,0,3,1,3,0
17,7,76,0,5,98,629,0
3,2,15,0,11,1,132,0
3,6,13,17,20,3,43,0
14,1,16,7,9,91,38,0
5,3,13,0,8,4,47,0
8,7,58,0,6,20,293,0
11,1,24,0,18,11,170,0
5,2,33,0,11,6,204,0
2,2,7,0,9,1,28,0
28,5,78,0,27,230,697,1
2,2,6,0,10,1,30,0
5,1,27,0,11,0,158,1
8,5,31,0,5,0,418,0
3,6,13,0,4,1,54,0
12,6,65,0,10,34,448,1
2,3,4,0,7,1,9,0
11,2,28,0,6,31,222,0
2,8,24,0,8,1,126,0
13,7,86,0,17,48,530,1
2,2,6,0,7,1,28,0
4,5,26,0,5,0,112,1
1,1,2,0,1,0,6,0
21,2,94,0,12,210,760,0
5,6,35,0,4,0,404,0
14,7,78,0,13,55,660,0
19,1,31,35,50,147,239,0
1,3,2,0,3,0,5,0
2,2,9,0,10,1,40,0
2,1,2,0,5,1,2,0
20,1,30,0,11,152,212,1
5,6,33,0,10,4,142,0
7,6,32,0,7,11,137,0
11,1,14,0,2,49,50,0
6,3,14,0,12,5,87,0
5,1,5,0,8,10,5,0
2,1,2,0,2,1,2,0
5,1,14,0,9,0,82,1
6,3,20,0,2,15,183,0
11,1,25,0,39,0,135,0
14,5,67,0,19,55,361,1
6,2,46,0,16,15,279,0
