@RELATION xerces-1.2-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
6,1,6,0,0,15,6,0
6,1,6,0,2,15,6,0
3,1,3,0,0,3,3,1
15,1,15,0,0,105,15,0
5,1,14,0,3,0,236,0
2,1,2,0,0,1,2,1
18,1,28,1,6,47,357,0
3,3,4,0,0,1,247,0
4,1,9,0,3,2,395,0
10,1,15,0,0,37,64,0
8,1,8,0,0,28,8,0
2,1,2,0,2,1,2,0
3,4,6,0,2,3,17,0
1,1,1,0,0,0,1,0
2,3,4,0,0,1,9,1
14,1,14,0,0,91,14,0
3,1,14,0,0,3,102,0
11,1,16,0,38,25,191,0
53,1,143,0,29,1146,6637,0
1,5,2,1,1,0,8,1
1,1,1,0,3,0,1,0
2,1,2,0,2,1,2,0
6,3,18,1,4,3,192,1
17,4,27,0,2,136,123,0
9,2,19,0,6,0,120,0
5,4,8,0,3,10,28,0
29,1,37,0,8,0,1200,0
4,4,20,0,6,0,103,0
2,2,6,0,1,1,13,1
3,4,7,0,2,3,19,0
10,2,43,0,8,25,592,1
10,1,15,1,0,45,53,1
16,1,16,0,0,120,16,0
12,1,22,0,3,0,332,0
2,1,2,0,0,1,2,0
18,1,18,0,0,153,18,0
6,2,8,0,7,0,62,1
7,4,10,0,3,21,39,0
10,1,16,0,7,0,471,0
18,2,54,0,7,141,1405,0
1,4,2,0,0,0,5,0
35,1,35,0,0,595,35,0
19,1,19,0,0,171,19,0
15,4,18,0,3,105,83,0
41,2,75,0,13,0,7413,1
23,4,26,0,2,253,127,0
10,2,39,0,6,37,967,0
11,1,13,1,3,35,87,1
4,1,4,0,0,6,4,0
6,1,18,2,5,13,127,1
5,1,6,14,17,10,13,0
24,1,39,6,10,234,268,0
2,1,2,0,0,1,2,1
14,1,15,0,0,81,75,0
62,1,130,0,24,753,2272,1
3,1,3,0,0,3,3,1
9,4,12,0,3,36,50,0
10,1,21,0,4,0,93,0
15,1,16,0,0,105,34,0
5,1,21,1,4,0,264,0
4,2,8,0,2,4,31,0
6,1,6,0,0,15,6,0
7,1,9,0,1,13,208,1
8,2,32,0,2,10,223,0
0,1,0,0,2,0,0,0
2,1,2,0,0,1,2,0
9,1,22,0,9,18,366,0
45,1,108,0,23,602,2550,0
1,1,1,0,16,0,1,0
5,4,8,0,2,10,28,0
0,1,0,0,0,0,0,1
8,1,8,0,2,28,8,0
9,4,12,0,3,36,50,0
61,3,109,0,25,1294,2553,0
3,4,7,0,2,3,19,0
22,1,22,0,0,231,22,0
7,4,10,0,3,21,39,0
11,4,14,0,3,55,61,0
5,3,10,0,3,10,76,0
3,1,5,0,1,0,224,0
70,1,192,0,17,1069,7218,0
20,1,20,0,0,190,20,0
5,1,15,3,12,8,191,0
7,4,10,0,3,21,39,0
3,1,3,0,0,3,3,0
5,1,5,0,0,10,5,1
12,1,24,0,0,0,178,0
4,3,13,0,6,0,84,0
7,4,10,0,3,21,39,0
5,1,10,0,2,4,185,0
5,1,9,0,4,0,233,0
10,2,38,0,6,13,1265,0
16,1,16,0,0,120,16,0
0,1,0,0,2,0,0,0
41,1,85,0,4,0,2564,1
1,4,2,0,0,0,5,0
4,4,18,0,5,0,117,0
12,1,19,0,9,24,855,0
3,3,4,0,0,1,247,0
2,1,2,0,0,1,2,0
5,2,13,0,2,0,81,1
8,1,16,1,0,14,115,1
2,4,3,0,4,0,13,0
1,1,2,0,4,0,14,0
5,1,14,0,10,0,201,0
26,1,26,0,0,325,26,0
9,4,12,0,3,36,50,0
4,1,4,0,2,6,4,0
7,1,13,0,7,5,1019,0
7,4,10,0,3,21,39,0
4,3,17,0,5,0,85,0
1,1,1,0,0,0,1,0
4,1,4,0,2,6,4,0
3,1,5,0,0,1,14,1
4,4,6,0,2,6,16,0
9,1,11,4,8,20,77,0
15,4,30,0,2,105,126,0
2,1,2,0,0,1,2,0
5,1,5,0,10,10,5,0
13,2,75,0,6,18,1000,0
7,4,11,0,2,21,43,0
0,1,0,0,0,0,0,1
10,2,29,0,7,33,181,0
3,4,6,0,3,3,17,0
13,1,52,0,13,30,1444,1
5,4,10,0,2,10,31,0
8,1,8,0,2,28,8,0
8,1,17,0,6,4,184,0
9,4,15,0,2,36,52,0
9,4,12,0,3,36,50,0
18,1,18,0,2,153,18,0
8,1,8,0,0,28,8,0
20,4,42,0,6,190,284,0
12,1,12,0,0,66,12,0
8,1,8,0,11,28,8,0
23,4,32,0,3,253,149,0
2,2,14,0,8,1,140,0
10,1,10,0,2,45,10,0
4,3,28,0,7,0,176,0
34,1,34,0,0,561,34,0
29,1,29,0,0,406,29,0
0,1,0,0,2,0,0,0
86,1,255,0,46,1993,6176,1
3,4,8,0,2,3,20,0
8,1,12,0,7,20,464,0
2,1,2,0,2,1,2,0
55,1,125,3,10,811,1901,0
19,1,49,0,1,149,703,0
14,4,29,0,5,91,172,0
7,4,10,0,3,21,39,0
2,1,2,0,2,1,2,0
6,3,10,1,4,9,46,0
2,1,2,0,0,1,2,0
6,3,18,1,4,3,165,1
14,1,14,0,0,91,14,0
9,1,12,6,10,0,183,0
11,4,14,0,3,55,61,0
17,1,17,0,0,136,17,1
23,3,42,52,55,253,249,0
2,1,2,0,0,1,2,0
13,4,16,0,2,78,72,0
20,1,38,0,10,62,601,0
6,1,11,0,2,0,608,0
2,2,5,0,8,1,145,0
6,1,6,0,0,15,6,0
6,1,6,0,2,15,6,0
5,1,5,0,0,10,5,0
10,2,35,0,7,35,686,0
5,4,8,0,2,10,28,0
5,4,8,0,3,10,28,0
10,1,13,0,10,5,7825,0
7,4,10,0,3,21,39,0
7,1,7,0,0,21,7,1
10,4,15,1,5,37,93,0
1,4,2,0,0,0,10,1
5,3,22,0,4,0,118,0
16,1,16,0,2,120,16,0
12,1,12,0,0,66,12,0
3,3,4,0,0,1,2145,0
1,1,2,0,6,0,12,0
5,4,8,0,3,10,28,0
2,1,2,0,0,1,2,0
11,4,14,0,3,55,61,0
4,1,4,0,0,6,4,1
66,1,209,0,27,1255,8696,1
11,1,11,0,0,55,11,0
23,1,23,0,0,253,23,0
6,2,14,0,5,0,154,0
4,1,4,0,2,6,4,0
25,1,25,0,0,300,37,1
3,4,7,0,4,0,33,0
9,4,12,0,2,36,50,0
3,1,3,0,0,3,3,1
38,4,49,0,3,703,229,0
25,4,32,0,3,300,142,0
5,4,8,0,3,10,28,0
22,4,39,0,5,231,179,0
20,1,20,0,2,190,20,0
8,2,22,0,3,0,109,0
5,4,13,1,7,2,52,0
5,1,14,0,6,0,205,0
2,1,2,0,0,1,2,0
3,3,4,0,0,1,923,0
2,1,2,0,2,1,2,0
5,4,8,0,2,10,28,0
19,4,24,0,3,171,107,0
1,1,1,0,0,0,1,1
9,4,15,0,0,28,106,0
7,4,10,0,3,21,39,0
4,1,4,0,0,6,4,0
13,1,13,0,0,78,13,0
7,4,11,0,2,21,43,0
18,2,79,1,7,109,1196,0
9,2,23,0,7,0,147,0
19,4,24,0,2,171,105,0
46,1,111,0,4,683,2103,0
1,1,1,0,0,0,17,1
15,4,38,0,3,105,195,0
4,1,4,0,2,6,4,0
2,1,2,0,0,1,2,1
8,1,8,0,2,28,8,0
8,2,13,0,7,0,284,0
5,4,8,0,3,10,28,0
2,1,17,0,0,1,103,0
9,4,13,0,2,36,52,0
5,1,5,0,0,10,5,0
14,3,41,3,10,17,333,1
38,1,38,0,0,703,38,0
30,1,50,0,52,67,2121,0
2,2,6,0,1,1,13,1
11,1,18,1,1,15,102,0
3,3,4,0,0,1,325,0
49,1,87,9,16,866,2172,0
48,2,122,1,10,568,1384,1
5,2,11,0,5,0,60,0
6,1,6,0,0,15,6,1
36,4,58,0,6,630,471,0
24,1,24,0,0,276,28,0
4,1,4,0,2,6,4,0
1,6,2,0,17,0,6,1
1,1,2,0,0,0,4,0
7,2,27,0,7,15,393,0
11,1,37,0,5,0,332,0
21,4,28,0,3,210,118,0
5,4,10,0,2,10,52,0
8,1,8,0,9,28,8,0
2,1,2,0,0,1,2,0
13,4,21,0,2,78,103,0
8,2,15,0,5,26,56,0
0,1,0,0,0,0,0,1
3,4,6,0,2,3,17,0
3,1,3,0,7,3,3,0
17,4,23,0,3,136,98,0
17,2,34,0,3,0,403,0
3,5,9,0,4,0,44,0
3,1,3,0,2,3,3,0
9,4,12,0,3,36,50,0
3,4,6,0,2,3,17,0
6,1,12,0,8,3,112,0
7,2,30,0,8,17,608,0
10,1,10,0,0,45,10,0
7,1,7,0,0,21,7,0
4,2,8,0,4,4,31,0
13,1,13,0,0,78,13,1
2,1,2,0,0,1,2,0
50,1,105,1,15,711,3171,0
0,1,0,0,1,0,0,0
1,1,1,0,0,0,1,0
3,4,6,0,2,3,17,0
30,2,64,0,11,0,2599,0
1,1,1,0,0,0,1,0
4,1,4,0,2,6,4,0
0,1,0,0,2,0,0,0
17,4,23,0,2,136,96,0
62,4,161,3,53,1649,1344,1
4,3,13,0,5,0,60,0
7,4,12,0,2,21,39,0
31,2,60,0,15,0,2556,0
3,1,8,0,0,3,25,0
22,1,22,0,0,231,22,0
4,4,8,0,3,6,32,0
4,1,4,0,0,6,4,0
3,1,3,0,0,3,3,1
8,4,12,0,17,0,64,0
16,1,16,0,0,120,16,0
66,1,106,3,25,1829,1123,1
4,3,17,0,6,0,75,0
3,4,4,1,3,3,13,0
3,4,6,0,2,3,17,0
8,1,8,0,0,28,8,0
3,3,12,0,5,0,59,0
2,1,2,0,0,1,2,0
2,1,2,0,2,1,2,0
13,2,52,0,7,58,1337,1
4,1,4,0,0,6,4,0
3,3,4,1,3,3,13,0
3,4,9,0,4,0,44,0
23,4,26,0,3,253,127,0
13,4,18,0,3,78,73,0
5,3,6,0,0,8,34,1
8,1,8,0,0,28,8,0
27,4,33,0,2,351,151,0
22,1,43,0,0,127,161,0
3,1,7,0,6,1,42,0
0,1,0,0,0,0,0,1
9,3,16,0,5,0,1583,0
31,4,46,0,3,465,259,0
2,1,2,0,2,1,2,0
6,1,6,0,5,15,6,0
3,1,3,0,5,3,3,0
39,2,72,0,10,277,804,0
3,1,3,0,0,3,3,0
8,1,14,0,1,0,574,0
8,1,8,0,2,28,8,0
11,3,20,35,39,55,93,0
12,2,42,0,7,50,728,0
2,1,2,0,2,1,2,0
4,1,5,0,1,0,28,0
2,2,10,0,4,1,76,0
13,1,30,0,0,4,238,0
5,1,5,0,0,10,5,1
8,1,20,1,3,22,108,0
4,1,4,0,36,6,4,0
7,2,27,0,8,17,207,0
3,1,13,0,10,0,167,0
6,1,6,0,0,15,6,0
13,1,24,0,2,8,374,1
13,4,16,0,3,78,72,0
3,3,8,0,4,0,40,0
3,1,3,0,0,3,3,0
15,4,20,0,3,105,84,0
33,2,70,2,16,0,3041,1
