@RELATION camel-1.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
1,1,1,0,4,0,1,0
2,1,11,0,7,0,60,0
4,3,16,0,12,0,59,0
8,2,15,0,12,18,56,0
5,1,16,0,1,4,62,0
4,1,15,0,5,0,68,0
14,1,18,0,6,61,81,0
28,1,50,11,23,346,258,1
3,1,9,0,4,1,47,0
4,4,8,12,33,6,21,0
15,3,30,2,8,79,146,0
6,2,17,0,5,0,80,0
1,4,2,2,3,0,7,0
1,1,1,0,3,0,1,0
1,2,4,0,6,0,11,0
19,2,23,0,10,165,105,0
1,1,1,0,17,0,1,0
25,1,63,0,11,230,316,1
5,2,13,0,5,0,63,0
2,1,7,0,1,1,37,0
1,1,1,0,0,0,1,0
5,2,19,0,5,0,78,0
1,1,1,0,12,0,1,0
3,1,15,0,7,1,62,0
7,1,14,0,14,19,63,0
10,1,32,0,4,41,217,0
1,1,1,0,126,0,1,1
17,2,56,0,9,84,304,0
19,2,25,0,8,163,124,0
3,1,12,0,5,0,54,0
3,1,5,0,1,3,13,0
3,5,6,0,2,3,16,0
1,1,1,0,6,0,1,0
6,3,10,1,6,3,33,0
2,2,12,0,4,1,31,0
2,3,4,0,3,0,16,0
11,2,22,16,26,37,115,0
10,1,18,2,9,9,86,0
2,3,4,0,3,0,16,0
10,4,41,0,9,17,218,0
7,1,27,0,7,9,110,0
1,1,1,0,4,0,1,0
6,3,17,0,6,9,88,0
3,3,6,0,4,3,16,0
15,1,59,0,4,105,518,0
6,3,10,1,6,0,46,0
6,1,27,0,9,15,91,0
5,2,21,0,9,0,84,0
3,5,6,0,2,3,17,0
7,1,11,0,5,7,54,0
6,1,13,0,0,15,53,0
1,4,2,2,3,0,7,0
3,5,10,0,4,0,34,0
9,1,24,2,9,30,97,0
4,3,8,0,9,2,33,0
13,3,27,0,5,36,129,0
8,2,19,0,5,22,70,0
2,1,2,0,5,1,2,0
32,1,65,0,10,386,382,0
7,1,38,0,11,21,167,0
39,1,97,0,5,729,611,0
2,5,6,0,3,0,21,0
4,3,5,0,1,4,16,0
4,1,18,0,8,6,62,0
5,0,18,0,12,0,87,0
0,1,0,0,1,0,0,0
2,1,3,0,3,1,7,0
8,1,16,0,4,28,40,0
6,3,16,0,6,0,86,0
9,1,26,0,1,36,81,1
19,1,55,0,27,121,299,0
2,1,2,0,9,1,2,0
5,2,13,0,8,0,64,0
12,3,28,0,16,52,136,0
13,2,34,0,10,26,209,0
7,1,35,0,9,21,161,0
14,3,23,0,8,35,98,0
6,2,21,0,12,5,70,0
13,0,29,0,16,52,120,0
7,1,62,0,12,5,359,0
5,4,9,3,5,8,44,0
11,1,24,0,13,39,101,0
0,1,0,0,0,0,3,0
1,1,1,0,0,0,1,0
0,1,0,0,3,0,0,0
9,1,17,7,11,24,118,0
1,1,1,0,1,0,1,0
9,3,20,0,8,24,95,0
9,4,14,0,4,36,50,0
3,1,8,0,3,0,29,0
3,2,10,0,3,3,32,0
3,2,18,0,5,3,65,0
3,1,8,0,3,0,29,0
2,1,2,0,18,1,2,0
11,1,55,0,7,35,380,0
1,1,1,0,1,0,1,0
2,1,3,0,2,1,7,0
7,1,19,0,18,15,159,0
3,3,10,0,5,0,30,0
15,1,34,17,29,79,188,0
11,2,17,0,17,47,78,0
3,1,3,0,34,3,3,0
5,3,10,0,4,10,31,0
8,2,17,0,14,0,69,0
27,1,47,3,16,323,224,0
15,2,33,0,12,85,139,0
5,3,27,0,17,0,133,0
3,2,12,3,6,3,47,0
6,3,43,0,10,3,204,0
4,2,7,0,5,4,45,0
10,1,20,1,10,23,107,0
5,3,20,0,13,8,66,0
4,2,9,0,13,6,25,0
3,1,6,0,4,1,31,0
14,4,39,0,8,51,240,1
20,2,42,0,12,148,214,0
8,1,13,25,26,8,94,1
2,5,7,0,1,0,49,0
3,1,7,0,3,0,21,0
6,2,14,0,1,0,52,0
14,2,34,4,15,73,159,0
3,5,9,0,1,0,33,0
2,6,10,0,5,0,42,0
1,5,2,0,1,0,6,0
7,2,28,0,12,13,112,0
2,4,4,0,3,1,12,0
8,3,30,0,12,0,114,0
28,1,48,0,15,330,235,0
2,1,2,0,7,1,2,0
3,1,41,0,1,3,221,0
3,1,3,0,35,3,3,0
3,1,9,0,3,0,31,0
8,1,36,0,1,0,190,0
6,3,37,0,8,3,151,0
6,1,10,0,6,7,45,0
9,2,16,0,14,28,66,0
13,2,27,0,16,34,126,0
4,1,4,0,1,6,4,0
3,1,4,0,3,3,10,0
5,3,28,0,12,0,103,0
9,3,20,0,5,22,91,0
5,3,9,0,9,0,42,0
3,3,25,0,10,0,134,0
5,1,10,0,2,8,57,0
4,5,13,0,1,0,47,0
15,1,15,0,185,105,15,0
8,3,32,0,13,0,115,0
15,2,44,0,20,75,218,0
2,1,4,0,4,0,25,0
16,2,42,0,12,50,245,0
6,1,20,0,8,15,82,0
4,1,14,0,5,0,85,0
6,3,11,0,9,3,43,0
22,3,42,0,15,211,187,0
23,2,35,0,15,237,174,0
7,2,11,0,6,0,51,0
2,1,6,0,5,0,30,0
5,2,9,0,7,4,42,0
2,4,7,0,2,0,20,0
2,5,6,0,2,0,22,0
9,2,23,0,16,30,89,0
6,2,9,16,20,3,27,0
9,1,9,0,99,36,9,0
5,3,20,0,10,0,74,0
6,1,15,0,1,13,68,0
35,2,60,0,23,523,339,0
12,1,35,0,10,6,313,0
5,3,22,0,6,10,68,0
5,3,10,0,5,8,36,0
2,4,6,0,3,0,20,0
2,3,4,0,4,0,16,0
14,3,38,0,9,59,250,0
5,2,8,2,7,4,37,0
9,3,18,0,6,16,77,0
15,2,22,0,14,89,103,0
2,5,10,1,3,0,44,0
28,1,49,0,6,298,271,0
2,1,9,0,6,0,48,0
2,3,7,0,6,0,24,0
15,1,75,0,10,105,591,0
18,1,64,0,44,147,404,0
7,3,14,0,8,1,45,0
56,1,88,0,13,1436,634,0
18,2,52,0,15,103,287,0
4,3,25,0,13,4,129,0
1,1,1,0,10,0,1,0
6,2,14,2,7,7,49,0
19,2,30,0,13,145,133,0
2,1,6,0,6,0,38,0
9,3,12,0,4,30,50,0
3,1,5,0,1,3,14,0
20,3,53,0,18,126,299,0
1,2,2,0,4,0,5,0
3,1,3,0,8,3,3,0
5,1,15,0,6,10,82,0
2,1,8,0,6,1,23,0
5,3,29,0,14,0,129,0
10,1,16,0,9,25,71,0
7,2,13,0,12,15,43,0
2,1,6,1,5,1,21,0
4,3,9,0,4,0,30,0
16,1,39,0,2,118,172,0
9,2,17,2,8,0,68,0
1,1,1,0,1,0,1,0
6,3,19,0,6,9,68,0
10,2,24,0,11,1,126,0
3,3,6,0,3,3,16,0
5,1,11,0,7,8,44,0
2,1,5,0,2,1,16,0
9,2,25,1,7,6,130,0
5,3,16,0,7,0,56,0
32,2,76,1,22,400,718,1
1,1,1,0,5,0,1,0
2,3,4,0,4,1,11,0
17,1,29,0,9,104,158,0
14,0,42,0,23,61,182,0
19,2,23,0,9,165,105,0
6,4,49,0,12,0,216,0
4,3,8,2,2,6,20,0
2,3,5,0,5,0,30,0
7,2,13,0,6,17,46,0
3,1,6,0,5,3,13,0
6,2,15,0,8,0,65,0
15,2,26,0,14,85,114,0
4,2,7,0,10,4,89,0
27,2,71,0,24,339,311,0
4,4,6,0,1,0,37,0
2,1,2,0,2,1,2,0
15,1,30,0,17,105,123,1
2,1,2,0,6,1,2,0
6,1,16,0,4,7,73,0
1,1,1,0,5,0,1,0
1,5,2,0,2,0,7,0
3,3,10,0,6,0,43,0
47,2,97,8,34,1045,535,0
12,2,35,0,12,26,190,0
6,1,19,0,10,5,80,0
1,1,1,0,66,0,1,0
4,2,7,0,4,4,56,0
1,1,1,0,1,0,1,0
26,1,38,0,2,243,248,0
7,4,8,0,7,9,49,0
14,1,42,0,10,73,192,0
3,1,13,0,0,3,57,0
2,1,7,0,5,1,29,0
3,5,6,1,4,3,17,0
18,1,39,0,26,153,126,0
