@RELATION poi-2.0-ckmetrics

@ATTRIBUTE wmc REAL
@ATTRIBUTE dit REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE noc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE isBug {1,0}

@DATA
0,1,0,0,2,0,10,0
7,3,17,0,4,0,120,0
9,1,43,0,11,28,416,0
7,1,22,0,4,0,88,1
12,1,35,0,7,16,359,0
39,1,78,0,3,0,261,0
8,2,15,0,3,4,90,0
18,2,40,0,6,103,327,0
13,2,22,0,5,66,140,0
4,4,8,0,4,6,20,0
7,1,29,0,12,1,257,0
57,2,87,0,18,1362,1806,0
6,1,22,0,4,0,163,0
6,1,19,0,10,15,171,0
9,2,17,0,4,36,72,0
28,1,35,0,2,198,388,0
49,2,66,0,8,664,728,0
12,2,24,0,5,46,141,0
11,2,21,0,5,43,116,0
24,2,39,0,7,204,418,0
34,2,60,0,10,187,728,1
9,2,13,0,4,36,62,0
11,2,21,0,5,49,107,1
6,1,27,0,0,15,264,0
40,2,60,0,6,90,786,0
24,1,51,0,8,86,447,1
16,2,28,0,5,72,254,0
12,2,24,0,5,46,141,0
11,2,21,0,5,49,106,0
18,2,31,0,5,91,303,0
2,1,4,0,2,1,39,0
16,1,30,0,2,88,250,0
38,2,56,0,9,511,604,0
25,2,40,0,8,258,390,0
62,2,85,0,6,611,1390,0
15,2,32,0,7,79,251,0
20,2,37,0,6,0,321,0
0,1,0,0,0,0,4,0
10,2,20,2,5,0,53,0
12,2,22,0,5,54,117,0
75,1,200,0,26,281,1168,0
1,1,1,0,7,0,1,0
53,1,172,0,32,106,1743,1
38,2,52,0,6,479,536,0
27,2,42,0,6,209,372,0
8,2,19,0,8,0,324,0
4,1,4,0,5,6,4,0
96,2,117,0,9,3214,1478,1
9,2,13,0,4,36,62,0
4,5,8,0,2,6,20,0
18,2,30,0,5,107,259,0
10,2,14,0,4,45,59,0
7,1,56,0,15,9,713,0
108,1,341,0,60,4268,3365,1
1,1,1,0,7,0,1,0
11,2,23,0,6,25,183,0
1,2,2,1,2,0,4,0
14,2,27,0,5,57,195,0
4,5,8,0,1,6,20,0
3,3,10,0,8,3,27,0
10,2,15,0,4,45,59,0
5,2,12,0,5,10,32,0
28,2,51,0,8,0,237,0
13,2,23,0,13,0,271,0
11,2,14,0,3,33,66,0
20,1,39,0,4,0,140,1
18,2,35,0,6,1,276,0
4,1,4,0,6,6,4,0
1,1,1,0,7,0,1,0
4,1,18,0,2,0,129,0
12,2,24,0,5,46,141,0
12,2,22,0,7,46,127,0
11,1,15,0,4,21,90,0
6,1,13,2,5,0,107,0
12,2,22,0,5,54,117,0
19,2,38,0,6,21,284,0
11,2,25,0,5,43,182,0
15,1,23,125,146,105,84,0
13,2,27,0,4,46,201,0
11,1,26,0,2,53,226,1
12,2,22,0,5,46,128,0
25,1,29,0,0,0,629,0
16,1,30,0,2,88,250,0
12,2,22,0,6,46,128,0
25,1,29,0,4,0,629,0
